NAME,FIRSTREF,FIRSTURL,,
HD 98219 b,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,
Kepler-75 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
HD 103197 b,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,,
Kepler-20 d,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
Kepler-33 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
Kepler-52 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
Kepler-43 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
HIP 12961 b,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,,
Kepler-31 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
Kepler-33 d,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
HD 85390 b,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,,
Kepler-62 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
HD 63765 b,Segransan 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..54S,,
Kepler-33 c,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
Kepler-17 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
CoRoT-14 b,Tingley 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..97T,,
Kepler-51 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
HAT-P-19 b,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,,
Kepler-49 c,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
HD 7199 b,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,,
Kepler-56 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
Kepler-11 e,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,,
HAT-P-18 b,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,,
HAT-P-33 b,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,,
HD 10180 g,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,,
Kepler-24 c,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
Kepler-41 b,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
Kepler-33 f,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,
Kepler-11 c,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,,
HAT-P-31 b,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K,,
Kepler-10 c,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,,
Kepler-47 c,Orosz 2012,http://adsabs.harvard.edu/abs/2012Sci...337.1511O,,
BD +48 738 b,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,,
HIP 57274 d,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,,
WASP-62 b,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,,
75 Cet b,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,,
HAT-P-39 b,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,,
Kepler-36 c,Carter 2012,http://adsabs.harvard.edu/abs/2012Sci...337..556C,,
MOA-2011-BLG-293L b,Yee 2012,http://adsabs.harvard.edu/abs/2012ApJ...755..102Y,,
HD 159868 c,Wittenmyer 2012,http://adsabs.harvard.edu/abs/2012ApJ...753..169W,,
Kepler-47 b,Orosz 2012,http://adsabs.harvard.edu/abs/2012Sci...337.1511O,,
HD 220773 b,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,,
Qatar-2 b,Bryan 2012,http://adsabs.harvard.edu/abs/2012ApJ...750...84B,,
Kepler-82 c,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,,
WASP-61 b,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,,
Kepler-80 b,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,,
MOA-bin-1L b,Bennett 2012,http://adsabs.harvard.edu/abs/2012ApJ...757..119B,,
WASP-63 b,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,,
HD 207832 c,Haghighipour 2012,http://adsabs.harvard.edu/abs/2012ApJ...756...91H,,
Kepler-82 b,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,,
WASP-36 b,Smith 2012,http://adsabs.harvard.edu/abs/2012AJ....143...81S,,
HAT-P-25 b,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,,
Kepler-35 b,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,,
HAT-P-38 b,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...97S,,
Kepler-83 b,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,,
HAT-P-36 b,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,,
WTS-1 b,Cappetta 2012,http://adsabs.harvard.edu/abs/2012MNRAS.427.1877C,,
Kepler-84 b,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,,
Kepler-50 c,Batalha 2012,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,
HD 240237 b,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,,
HAT-P-40 b,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,,
HD 207832 b,Haghighipour 2012,http://adsabs.harvard.edu/abs/2012ApJ...756...91H,,
WASP-55 b,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,,
HD 222155 b,Boisse 2012,http://adsabs.harvard.edu/abs/2012A%26A...545A..55B,,
HD 79498 b,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,,
Kepler-84 b,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,,
Pr 211 b,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q,,
WASP-78 b,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,,
CoRoT-23 b,Rouan 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,,
HD 5608 b,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,,
HD 164509 b,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,,
WASP-46 b,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,,
WASP-66 b,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,,
Kepler-85 b,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,,
WASP-45 b,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,,
MOA-2010-BLG-477L b,Bachelet 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...73B,,
HAT-P-34 b,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,,
HIP 57274 b,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,,
alpha Cen B b,Dumusque 2012,http://adsabs.harvard.edu/abs/2012Natur.491..207D,,
CoRoT-19 b,Guenther 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A.136G,,
WASP-47 b,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,,
HAT-P-35 b,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,,
HD 204313 d,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...50R,,
Kepler-38 b,Orosz 2012,http://adsabs.harvard.edu/abs/2012ApJ...758...87O,,
HD 156279 b,Diaz 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A.113D,,
Kepler-81 c,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,,
HAT-P-41 b,Hartman 2012,http://adsabs.harvard.edu/abs/2012AJ....144..139H,,
CoRoT-16 b,Ollivier 2012,http://adsabs.harvard.edu/abs/2012A%26A...541A.149O,,
Kepler-80 b,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,,
WASP-42 b,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,,
HIP 57274 c,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,,
HD 163607 c,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,,
WASP-49 b,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,,
WASP-79 b,Smalley 2012,http://adsabs.harvard.edu/abs/2012A%26A...547A..61S,,
HD 37605 c,Wang 2012,http://adsabs.harvard.edu/abs/2012ApJ...761...46W,,
Kepler-81 b,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,,
omicron CrB b,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,,
Pr 201 b,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q,,
HD 100655 b,Omiya 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...34O,,
GJ 3470 b,Bonfils 2012,http://adsabs.harvard.edu/abs/2012A%26A...546A..27B,,
HAT-P-37 b,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,,
HD 96127 b,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,,
HAT-P-17 b,Howard 2012,http://adsabs.harvard.edu/abs/2012ApJ...749..134H,,
Kepler-46 b,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,,
epsilon CrB b,Lee 2012,http://adsabs.harvard.edu/abs/2012A%26A...546A...5L,,
omicron UMa b,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,,
KELT-2 A b,Beatty 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..39B,,
WASP-44 b,Anderson 2012,http://adsabs.harvard.edu/abs/2012MNRAS.422.1988A,,
HD 197037 b,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,,
Kepler-46 c,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,,
WASP-67 b,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,,
Kepler-83 c,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,,
Kepler-32 f,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,,
HD 163607 b,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,,
Kepler-54 c,Batalha 2012,http://arxiv.org/abs/1202.5852,,
Kepler-34 b,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,,
Kepler-85 c,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,,
Kepler-63 b,Sanchis-Ojeda 2013,http://adsabs.harvard.edu/abs/2013arXiv1307.8128S,,
HD 113337 b,Borgniet 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.1994B,,
Kepler-57 c,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,
WASP-72 b,Gillon 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..82G,,
WASP-77 A b,Maxted 2013,http://adsabs.harvard.edu/abs/2013PASP..125...48M,,
Kepler-60 b,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,
CoRoT-25 b,Almenara 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A.118A,,
HIP 91258 b,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,,
OGLE-2011-BLG-0251 b,Kains 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..70K,,
HD 120084 b,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,,
HD 95086 b,Rameau 2013,http://adsabs.harvard.edu/abs/2013arXiv1305.7428R,,
Kepler-62 c,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,,
KIC 11442793 b,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,,
Kepler-37 b,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,
PH-1 b,Schwamb 2013,http://adsabs.harvard.edu/abs/2013ApJ...768..127S,,
KIC 11442793 b,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,,
Kepler-77 b,Gandolfi 2013,http://adsabs.harvard.edu/abs/2013A%26A...557A..74G,,
HD 13908 c,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,,
HD 13908 b,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,,
GJ 163 c,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,,
PH-2 b,Wang 2013,http://adsabs.harvard.edu/abs/2013ApJ...776...10W,,
Kepler-68 c,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,
WASP-56 b,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,,
WASP-57 b,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,,
Kepler-58 c,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,
KIC 11442793 b,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,,
KIC 11442793 b,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,,
HATS-1 b,Penev 2013,http://adsabs.harvard.edu/abs/2013AJ....145....5P,,
HATS-2 b,Mohler-Fischer 2013,http://arxiv.org/abs/1304.2140,,
WASP-71 b,Smith 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A.120S,,
Kepler-79 c,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,,
Kepler-60 d,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,
Kepler-79 b,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,,
MOA-2010-BLG-073L b,Street 2013,http://adsabs.harvard.edu/abs/2013ApJ...763...67S,,
HD 208527 b,Lee 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A...2L,,
HD 2952 b,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,,
GJ 163 b,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,,
HD 159243 b,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,,
omega Ser b,Sato 2013,http://arxiv.org/abs/1304.4328,,
GJ 433 b,Delfosse 2013,http://adsabs.harvard.edu/abs/2013A%26A...553A...8D,,
HD 220074 b,Lee 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A...2L,,
GJ 504 b,Kuzuhara 2013,http://arxiv.org/abs/1307.2886,,
Kepler-87 c,Ofir 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.2064O,,
WASP-54 b,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,,
Kepler-37 c,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,
KIC 11442793 b,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,,
Kepler-60 c,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,
Kepler-68 d,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,,
Kepler-62 f,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,,
WASP-59 b,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,,
WASP-52 b,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,,
Kepler-78 b,Sanchis-Ojeda 2013,http://adsabs.harvard.edu/abs/2013ApJ...774...54S,,
HD 159243 c,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,,
Kepler-87 b,Ofir 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.2064O,,
WASP-60 b,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,,
GJ 163 d,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,,
HD 4732 c,Sato 2013,http://adsabs.harvard.edu/abs/2013ApJ...762....9S,,
GJ 328 b,Robertson 2013,http://adsabs.harvard.edu/abs/2013arXiv1307.7640R,,
KIC 11442793 b,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,,
HD 4732 b,Sato 2013,http://adsabs.harvard.edu/abs/2013ApJ...762....9S,,
Kepler-55 c,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,
KIC 11442793 b,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,,
WASP-80 b,Triaud 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..80T,,
HD 103774 b,Lo Curto 2013,http://arxiv.org/abs/1301.2741,,
Kepler-69 c,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,
HD 77338 b,Jenkins 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...67J,,
KELT-3 b,Pepper 2013,http://adsabs.harvard.edu/abs/2013ApJ...773...64P,,
Kepler-51 c,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,
WASP-64 b,Gillon 2013,http://adsabs.harvard.edu/abs/2013A%26A...552A..82G,,
WASP-58 b,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,,
91 Aqr b,Mitchell 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A..87M,,
CoRoT-26 b,Almenara 2013,http://adsabs.harvard.edu/abs/2013A%26A...555A.118A,,
