,Journal,Publication_Date,URL_link,Wright_count,ford_count,gilliland_count,kasting_count,luhman_count,sigurdsson_count,wolszczan_count
65,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
66,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
67,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
68,Astronomy and Astrophysics,2011-05-00,2011A%26A...529A.134L,0,0,0,0,0,0,0
69,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A.112L,0,0,0,0,0,0,0
70,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
71,The Astrophysical Journal Supplement Series,2011-12-00,2011ApJS..197...26J,1,0,0,0,0,0,0
72,The Astrophysical Journal Supplement Series,2011-12-00,2011ApJS..197...26J,1,0,0,0,0,0,0
73,Astronomy and Astrophysics,2011-07-00,2011A%26A...531A..24T,0,0,0,0,0,0,0
74,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
75,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
76,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
77,Astronomy and Astrophysics,2011-11-00,2011A%26A...535A..55D,0,0,0,0,0,0,0
78,Astronomy and Astrophysics,2011-02-00,2011A%26A...526A.141F,0,0,0,0,0,0,0
79,The Astrophysical Journal,2011-12-00,2011ApJ...742..116B,0,0,0,0,0,0,0
80,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
81,The Astrophysical Journal Supplement Series,2011-12-00,2011ApJS..197...26J,1,0,0,0,0,0,0
82,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
83,Astronomy and Astrophysics,2011-02-00,2011A%26A...526A.111M,0,0,0,0,0,0,0
84,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
85,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
86,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
87,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
88,Astronomy and Astrophysics,2011-02-00,2011A%26A...526A.141F,0,0,0,0,0,0,0
89,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
90,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
91,Astronomy and Astrophysics,2011-02-00,2011A%26A...526A.111M,0,0,0,0,0,0,0
92,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
93,Astronomy and Astrophysics,2011-11-00,2011A%26A...535A..54S,0,0,0,0,0,0,0
94,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
95,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
96,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A..97T,0,0,0,0,0,0,0
97,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
98,The Astrophysical Journal,2011-01-00,2011ApJ...726...52H,0,0,0,0,0,0,0
