,Journal,Publication_Date,URL_link,Wright_count,ford_count,gilliland_count,kasting_count,luhman_count,sigurdsson_count,wolszczan_count
49,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
50,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
51,Nature,2011-02-00,2011Natur.470...53L,0,1,1,0,0,0,0
52,The Astrophysical Journal Supplement Series,2011-12-00,2011ApJS..197...26J,1,0,0,0,0,0,0
53,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
54,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
55,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
56,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
57,Astronomy and Astrophysics,2011-02-00,2011A%26A...526A.130S,0,0,0,0,0,0,0
58,Monthly Notices of the Royal Astronomical Society,2011-10-00,2011MNRAS.417..709A,0,0,0,0,0,0,0
59,The Astrophysical Journal Supplement Series,2011-12-00,2011ApJS..197...26J,1,0,0,0,0,0,0
60,The Astronomical Journal,2011-01-00,2011AJ....141...16J,0,1,0,0,0,0,0
61,Nature,2011-02-00,2011Natur.470...53L,0,1,1,0,0,0,0
62,The Astrophysical Journal Supplement Series,2011-12-00,2011ApJS..197...26J,1,0,0,0,0,0,0
63,Astronomy and Astrophysics,2011-09-00,2011A%26A...533A.130H,0,0,0,0,0,0,0
64,The Astrophysical Journal,2011-12-00,2011ApJ...742..116B,0,0,0,0,0,0,0
65,The Astrophysical Journal,2011-05-00,2011ApJ...732...31T,0,0,0,0,0,0,0
66,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
67,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
68,Astronomy and Astrophysics,2011-07-00,2011A%26A...531A..40F,0,0,0,0,0,0,0
69,Astronomy and Astrophysics,2011-09-00,2011A%26A...533A..88G,0,0,0,0,0,0,0
70,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
71,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
72,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
73,Nature,2011-02-00,2011Natur.470...53L,0,1,1,0,0,0,0
74,The Astrophysical Journal,2011-07-00,2011ApJ...735...24J,0,0,0,0,0,0,0
75,The Astrophysical Journal,2011-02-00,2011ApJ...727..117M,0,0,0,0,0,0,0
76,The Astrophysical Journal,2011-11-00,2011ApJ...742...59H,0,0,0,0,0,0,0
77,Publications of the Astronomical Society of the Pacific,2011-05-00,2011PASP..123..547M,0,0,0,0,0,0,0
78,Astronomy and Astrophysics,2011-03-00,2011A%26A...527A..63M,0,0,0,0,0,0,0
79,Astronomy and Astrophysics,2011-03-00,2011A%26A...527A..63M,0,0,0,0,0,0,0
80,Astronomy and Astrophysics,2011-10-00,2011A%26A...534A..58P,0,0,0,0,0,0,0
81,The Astrophysical Journal,2011-06-00,2011ApJ...733..116B,0,0,0,0,0,0,0
82,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
83,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
84,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
85,Astronomy and Astrophysics,2011-09-00,2011A%26A...533A..90D,0,0,0,0,0,0,0
86,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
87,Monthly Notices of the Royal Astronomical Society,2011-01-00,2011MNRAS.410.1631E,0,0,0,0,0,0,0
88,The Astronomical Journal,2011-01-00,2011AJ....141...16J,0,1,0,0,0,0,0
89,Astronomy and Astrophysics,2013-01-00,1111.5019,0,0,0,0,0,0,0
90,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
91,The Astrophysical Journal,2011-03-00,2011ApJ...729...27B,0,1,1,0,0,0,0
92,The Astronomical Journal,2011-09-00,2011AJ....142...86E,0,0,0,0,0,0,0
93,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
94,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
95,Astronomy and Astrophysics,2011-07-00,2011A%26A...531A..60A,0,0,0,0,0,0,0
96,Astronomy and Astrophysics,2011-04-00,2011A%26A...528A.112L,0,0,0,0,0,0,0
97,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
98,The Astrophysical Journal,2011-07-00,2011ApJ...736...19B,0,1,0,0,0,0,0
